task_name,task_description,label,text
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"The Gates Foundation ""has the patent for this coronavirus."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Says Joe Manchin ""refused to commit to Kavanaugh until AFTER the Senate had the votes."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Says the Democratic Party ""took Social Security from the independent ¡®Trust Fund¡¯ and put it into the general fund so that Congress could spend it"" and ""eliminated the income tax deduction for Social Security (FICA) withholding."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"According to a recent poll, ""there are more young Republicans enrolled in their parents' (health insurance) plans than young Democrats."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Georgia is on track for 1,200 traffic fatalities this year, a reversal of nine years of declines."
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""If Roe is overturned, Wisconsin has a law on the books that would immediately make abortion a crime.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°The CDC can detain anyone with a fever ¡ª indefinitely. ¡­ Vaccination (is) a way people could get out of detention.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""The exodus of citizens from New York State has been growing."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°Biden lead disappears in NV, AZ, GA, PA.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,The U.S. government¡¯s inaction over buffalo killing that harmed Native American populations in the 1800s shows it is now ¡°is creating food shortages¡± so that Americans are more ¡°dependent on the government.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°We¡¯ve got a parole board right now that has released 20 cop killers in the last two years under Hochul.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°Maybe they¡¯re just calling the common cold ¡­ the omicron variant.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"In Massachusetts, ""half of the primary care doctors are not accepting new patients."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°118-year-old William Bradley voted via an absentee ballot in Wayne County, Michigan this year. William died in 1984. They¡¯re trying to steal this election.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Says Kamala Harris called Joe Biden ¡°a racist¡± during a Democratic presidential debate.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°Unmask your kids! Any carbon dioxide concentrations above¡± 2,000 parts per million are ¡°dangerous!¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"""Beto O'Rourke's Plan to Take 'Trans' Children from Parents."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Says Milwaukee County Sheriff David A. Clarke Jr. has said Black Lives Matter ""is a terrorist movement, a hate group and calls it, Black LIES Matter."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Pennsylvania rejected 372,000 mail-in ballots"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°Want a healthy, happy baby? Skip the Well Baby visits. They¡­ make your baby sick.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°Antifa is warning that tonight they're moving out of the cities - and into residential areas to 'take what's ours.'¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Before the terrorist attacks in Benghazi, ""the State Department not only failed to honor repeated requests for additional security, but instead actually reduced security in Libya."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Says Adam Laxalt said it is ¡°good news¡± that ¡°a lot of those Hispanic small businesses never reopened¡± after the pandemic.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Says Scott Brown ""co-sponsored legislation to let employers deny women coverage for birth control."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°Iran sentences 15,000 protesters to death.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Says Anthony Fauci¡¯s statement that the coronavirus death rate is 10 times that of the seasonal flu is ¡°a claim without any scientific basis."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°If you were forced to use a Sharpie¡± to fill out your ballot, ¡°that is voter fraud.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°While California is dying ¡­ Gavin (Newsom) is vacationing in Stevensville, MT!¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"""A lot of these migrants that are coming, we have no way to screen their backgrounds for either health or for security."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Says he was the first person to call for invoking the Defense Production Act.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"North Carolina is ""in the small minority of states that requires an absentee ballot to be signed by two witnesses or a notary public."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°Israel dropped a tactical nuclear weapon on the port of Beirut.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°The average American has anywhere from 5 to 15 pounds¡± of stool stuck in their gut.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°Nancy Pelosi (purchased) 10,000 shares of Amgen, manufacturer of Nplate, a drug used to treat radiation sickness.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,The Founding Fathers of the United States intended that ¡°the church is supposed to direct the government.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,¡°My mask will keep someone else safe and their mask will keep me safe.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Kyle Rittenhouse¡¯s mother ¡°drove him across state lines and dropped him off in the middle of a riot armed with an assault rifle¡± in Kenosha.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Says Sarah Jeong said, ""We need a castration lottery for white men. Every month we pull a birthday, sort the excess and snip some sacks, preferably in a big public gathering."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Tax cuts approved and those proposed in his state budget ""will exceed $8 billion by the time the budget is done."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"In President Barack Obama¡¯s 2015 State of the Union address, ""the words ¡®al-Qaida¡¯ were never used, the first time those words have not been used in a State of the Union address since February 2001."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Says ballots in Wisconsin ¡°are being dumped in rivers¡± or creeks.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""Accidents are down 50 percent and injury accidents are down 60 percent"" in the rebuilt Marquette Interchange in Milwaukee."
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°The World Health Organization just admitted that I was right. Lockdowns are killing countries all over the world. The cure cannot be worse than the problem itself.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"""They didn't allow"" Simone Biles ""to take her ADHD medication."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Says House Intelligence Chair Adam Schiff ""made up the conversation. He lied. If he didn't do that in the halls of Congress, he'd be thrown in jail. He did it in the halls of Congress, he's given immunity."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"¡°The annual Pentagon budget hovers over $750 billion annually, twice that of the much debated Build Back Better Act that costs about $350 billion annually as currently proposed.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Children are ¡°almost immune from this disease.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Says Richard Burr ""was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Says a photo shows accused shooter Kyle Rittenhouse¡¯s mother, armed with a long gun, in Kenosha, Wisconsin, on the night two protesters were killed and one injured."
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""Our state has fewer science, technology, engineering and math graduates than any neighboring state."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Says Georgia Secretary of State Brad Raffensperger ¡°faces espionage charges.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Says James Madison ¡°signed the Declaration of Independence.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"An audit of the 2020 election in Maricopa County, Ariz., ¡°is confirming the rumors that real ballots have a special watermark.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Wisconsin¡¯s 6th congressional ""district has more manufacturing jobs than almost any other"" in the nation."
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°Clerks in Milwaukee and Dane Counties colluded to (add) nearly 250,000 individuals to the ¡®Indefinitely Confined¡¯ voter list.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Wearing masks for the coronavirus ¡°decreases oxygen intake, increases toxin inhalation, shuts down immune system, increases virus risk, scientifically inaccurate, effectiveness not studied.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,The cost of a Fourth of July cookout in 2022 increased by 67.2% because of inflation.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,Felony crimes in the city of Atlanta are the lowest they have been since 1969.
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Kamala Harris said about Hurricane Ian that ¡°if you have a different skin color, you're going to get relief faster.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"250,000 trucks are participating in the ¡°Freedom Convoy¡± in Canada."
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°Cal Cunningham has been silent on this on defunding the police; I assume his silence is consent.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"After the minimum wage for tipped workers was raised in Maine, the state ""reversed that decision due to restaurant employees organizing en masse against the measure."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°Since the reopening of (Georgia), we¡¯ve seen our COVID rate skyrocket by 40%.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,The Texas abortion law ¡°provides at least six weeks for a person to be able to get an abortion.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"In the 2020 presidential election, ¡°4,255 ballots in Fulton County, Georgia, were scanned multiple times¡± and ¡°3,390 went to Biden.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""In December of 2017, the Prince William board of supervisors had a meeting ... (Corey Stewart) skipped that meeting to go campaign in Alabama for Roy Moore to be a U.S. senator ¡­ You haven't disavowed Roy Moore's name yet."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""The majority of the Hispanic population and the growth (of the population) is U.S.-born."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°California introduces new bill that would allow mothers to kill their babies up to 7 days after birth.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"¡°With the ongoing pandemic, our State Park attendance is at the highest it¡¯s ever been.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Says Ukrainian President Volodymyr Zelenskyy said he wants America¡¯s ¡°sons and daughters to go die in Ukraine.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Department of Homeland Security ¡°deemed as terrorism¡± behavior that includes ¡°resisting COVID regulations¡± and ¡°thinking the election was rigged.¡±...¡°In other words, if you are a Trump supporter, you are a terrorist.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"Under new Illinois law, these crimes are ¡°nondetainable"": ¡°Burglary, robbery, arson, kidnapping, DUI offenses, even DUI involving a fatality, most drug offenses, and even 2nd degree murder.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""I am the only senator who turned down the state pension plan for part-time legislators."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""Research performed by economists has shown no consistent, positive impact on jobs, income or tax revenues arising from stadiums or sports franchises."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Ethnic Russians face ¡°genocide perpetrated by the Kyiv regime.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""100,000 Americans died of an overdose in a single year."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"California has ""the largest death row in the Western Hemisphere, the largest death row in the United States of America ¡ª two times the size of the next largest state: Florida."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Says of El Paso that some years, ""in a city of almost 700,000, we had five murders the entire year. Our average over the last 10 years is 18 (murders per year). We exceeded that average just on one day"" after a gunman opened fire at a Walmart in the city."
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"In California, there were ¡°10 million mail ballots unaccounted for¡± in the November midterm election."
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""Over the last six years, the state of Illinois spent about $320 million on illegal immigrants."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""Drone technology now allows an individual to be recorded in their homes by drones as small as birds and immediately uploaded to the internet."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"Says a new?annual report shows that ""West Virginia¡¯s tourism industry has grown for the second consecutive year, reversing years of decline and outpacing national growth by 58 percent."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°In the last several months, the Biden administration has released over 7,000 illegal aliens who were COVID positive just in one Texas city.¡± Biden's border policies are ""endangering not just the people of Texas, but people all across the country."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°If these (telecom and internet) companies comply with the Democrat order to turn over private information, they are in violation of federal law and subject to losing their ability to operate in the United States.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""Crimea became part of Ukraine only in 1954. Crimea was historically part of Russia, and (Nikita) Khrushchev gave it to Ukraine in a gesture that mystified some people."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"¡°The National Academy of Medicine points to a significant correlation between marijuana and psychosis, schizophrenia, and other psychotic disorders, particularly in teenagers where the risk of developing schizophrenia increases three fold.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,¡°The White House is now attempting to ban all gas ovens and burners.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"¡°The coronavirus is the common cold, folks.¡±"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Texas and Florida have a ¡°balanced budget¡± while California is ¡°in debt $54 billion and New York is ¡°in debt $6.1 billion.¡±
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,"More than 500,000 mail in ballots in Virginia and 200,000 in Nevada were sent to dead people or pets"
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",1,"""Mark Harris has said he would abolish the Department of Education."""
fake_news,"fake news detection: determine whether a news article contains fabricated, misleading, or unverifiable information presented as factual content",0,Video shows that certain drinks can ¡°test positive¡± for COVID-19 when using at-home COVID-19 tests.
